id,x,y,pd,ward,zipcode,beat,ct
9027,-9761711.01,5132990.11,9,15,60632,0922,5806
9028,-9769026.53,5145689.57,15,37,60660,1524,2512
9029,-9758043.22,5126363.19,7,46,60636,0734,8349
9030,-9773439.33,5148192.33,25,29,60707,2513,2505
9031,-9761846.69,5132873.12,9,15,60632,0922,5806
9032,-9770620.89,5149050.92,25,36,60639,2515,1913.02
9033,-9763892.75,5143955.74,11,28,60624,1123,8368
9034,-9758941.88,5124451.11,6,17,60620,0611,7104
9035,-9751707.31,5124932.69,10,8,60619,0323,315.01
9036,-9760752.72,5148846.12,14,32,60647,1432,
9037,-9744904.24,5115318.06,4,10,60617,0433,5206
9038,-9756892.73,5116993.28,22,34,60643,2232,7307
9039,-9765178.05,5138510.77,10,22,60623,1013,3005
9040,-9774556.86,5157853.05,16,41,60656,1613,1006
9041,-9759786.86,5141734.63,12,27,60612,1231,
9042,-9760465.87,5153777.25,19,47,60618,1921,5802
9043,-9771211.16,5128464.67,,13,60638,0812,6403
9044,-9759458.01,5122687.41,,17,,0614,7112
9045,-9759074.63,5118495.49,22,19,60643,2213,7202
9046,-9769887.24,5150964.22,25,31,60641,2514,1903
9047,-9756512.79,5150147.61,19,43,60614,1935,702
9048,-9762305.59,5150252.24,14,32,60647,1431,
9049,-9746585.23,5122981.59,4,7,60617,0423,4603.02
9050,-9757708.62,5129997.27,7,16,60636,,6701
9051,-9751821.5,5130487.52,2,5,60615,0233,4105
9052,-9766625.74,5153825.04,17,45,60641,1731,106
9053,-9757405.13,5151698.28,19,44,60657,1933,630
9054,-9778948.67,5156811.6,16,41,60656,1614,7709.02
9055,-9764307.28,5127340.01,8,23,60629,1653,6503.02
9056,-9774307.85,5147357.04,25,29,60707,2513,2505
9057,-9757441.45,5117304.14,22,34,60643,2232,7306
9058,-9756943.72,5151274.04,19,44,60657,1934,634
9059,-9764128.85,5147240.94,14,26,60651,1422,2309
9060,-9753726.01,5135061.29,2,3,,0212,8396
9061,-9762867.53,5138280.11,10,12,60612,1033,3009
9062,-9764705.18,5122446.49,8,18,60642,0211,7004.01
9063,-9759665.18,5160785.76,24,40,60626,2432,8306
9064,-9761575.87,5143609.89,12,27,60612,1222,8378
9065,-9754846.13,5140861.18,1,3,60605,0131,3302
9066,-9763402.86,5122458.4,8,18,60652,0834,7004.01
9067,-9756063.22,5110626.06,5,34,60628,0523,5305.03
9068,-9762791.26,5142429.2,11,27,60612,1124,
9069,-9757009.92,5146964.91,18,,60642,1822,8422
9070,-9761129.92,5125182.46,8,,,0835,6610
9071,-9757686.11,5140886.25,12,25,60608,1232,2838
9072,-9763912.26,5141111.59,18,24,60624,1133,8430
9073,-9761307.65,5142802.63,11,27,60612,1125,2808
9074,-9760491.2,5116421.09,22,19,60827,2212,7206
9075,-9761653.26,5125706.86,8,18,60629,0831,6610
9076,-9766283.72,5143890.57,11,,60624,1114,2603
9077,-9756631.32,5150997.22,6,44,60657,1934,634
9078,-9753490.49,5125469.01,3,6,60619,0323,6910
9079,-9745715.11,5110123.42,22,10,60633,0433,5501
9080,-9760837.71,5155075.02,19,47,60618,1911,502
9081,-9763398.15,5148377.37,14,1,60647,1421,2226
9082,-9760318.69,5147540.96,14,1,60622,,2414
9083,-9760267.57,5146909.18,14,31,60622,1424,2414
9084,-9764801.81,5152445.1,17,30,60618,1732,8311
9085,-9763689.21,5115992.88,7,19,,2211,7402
9086,-9760204.5,5125669.07,7,,60636,0735,6720
9087,-9757101.72,5116749.83,22,10,60643,2232,7307
9088,-9753922.81,5114547.29,5,9,60628,0531,4914
9089,-9756961.43,5113933.2,22,34,60643,2234,7506
9090,-9752697.66,5116526.32,5,9,60628,0512,
9091,-9749859.4,5122197.35,4,8,60617,0412,4503
9092,-9758258.99,5162251.45,24,49,60626,2431,
9093,-9758405.9,5115378.94,22,34,60643,0215,7501
9094,-9763284.76,5123023.33,8,18,60652,0834,
9095,-9756576.01,5139756.69,12,41,60616,1235,3102
9096,-9760257.16,5150815.84,19,32,60614,1931,707
9097,-9773312.26,5150384.03,25,36,60707,2512,8316
9098,-9759475.6,5150825.33,19,32,60614,1931,707
9099,-9761534.78,5130154.14,9,14,60632,0923,6305
9100,-9770872.79,5147039.49,25,43,60651,2531,2506
9101,-9760612.75,5127141.79,8,16,60636,0832,6607
9102,-9759700.03,5148498.76,14,32,60622,1434,8310
9103,-9757347.77,5147641.65,18,2,60614,1813,
9104,-9754775.9,5111469.77,5,34,60628,0523,5305.02
9105,-9769788.73,5143789.42,15,37,60644,1523,2519
9106,-9762441.88,5156169.54,24,40,60625,1911,407
9107,-9763662.61,5155528.31,17,33,60625,1724,1407.02
9108,-9765593.15,5154059.01,17,45,60618,1723,1604
9109,-9747793.91,5123878.74,4,21,60649,0421,4313.01
9110,-9759370.5,5157331.23,,40,60640,2032,310
9111,-9761960.98,5150187.27,14,,60647,1431,2203
9112,-9765403.73,5135930.6,10,22,60623,1031,714
9113,-9766600.65,5151172.49,,31,60641,2523,2315
9114,-9760564.77,5136331.97,9,25,60608,0912,
9115,-9754713.58,5127032.18,7,6,60621,0722,8425
9116,-9762582.93,5143316.48,31,14,60612,1222,8370
9117,-9763489.18,5142247.34,11,28,60624,1134,8366
9118,-9759591.18,5130297.63,9,16,60609,0932,6117
9119,-9759521.32,5132326.44,9,15,60609,0931,6114
9120,-9759438.03,5143383.89,12,27,60612,1224,8381
9121,-9761437.37,5154920.55,19,32,60618,,502
9122,-9757855.65,5131841.84,9,20,60609,0933,6111
9123,-9751610.67,5123133.73,6,8,60619,0631,4401.01
9124,-9755244.79,5128750.42,7,20,60621,0711,2412
9125,-9761607.22,5149578.66,14,1,60647,,2215
9126,-9757410.13,5130847.58,9,20,60609,0934,6120
9127,-9763477.06,5142620.6,11,28,60624,1134,2713
9128,-9769422.14,5143465.27,,28,,1523,2519
9129,-9758900.04,5124338.35,6,17,60620,0611,7104
9130,-9763183.55,5132461.46,8,29,60632,0821,5804
9131,-9767903.3,5151183.24,25,31,60641,2521,
9132,-9747483.76,5120881.81,4,7,60617,0423,4805
9133,-9759520.17,5132194.21,9,15,60609,0931,6114
9134,-9754841.37,5125496.65,,42,60621,0731,6911
9135,-9762028.41,5129295.88,8,16,60629,0824,6308
9136,-9766325.99,5124593.9,,18,60652,0833,6505
9137,-9761397.21,5127312.3,8,17,60629,0832,6608
9138,-9757883.59,5132112.4,9,20,60609,0933,6111
9139,-9744679.72,5109782.36,4,10,60633,0433,5501
9140,-9761142.34,5130297.4,9,15,60632,0923,6305
9141,-9757652.94,5128798.71,3,16,60621,0712,6806
9142,-9760249.57,5129503.68,7,15,60636,0715,6705
9143,-9758762.99,5153426.47,19,44,60613,1922,604
9144,-9770319.13,5143332.16,15,29,60644,1513,2520
9145,-9760077.45,5152809.52,19,47,60657,1922,507
9146,-9768310.22,5152207.25,16,31,60641,1634,5807
9147,-9759378.03,5157645.82,20,40,60640,2012,309
9148,-9764048.68,5127633.09,,23,60629,1232,6605
9149,-9774783.05,5152953.96,16,38,60634,1811,1704
9150,-9755128.85,5110852.38,5,9,60628,0523,5305.03
9151,-9760873.15,5151582.06,19,32,60618,1931,8437
9152,-9756180.53,5132011.09,,11,,0935,8438
9153,-9765059.93,5151052.34,25,30,60618,2523,2105.02
9154,-9761245.01,5129030.07,8,16,60629,0824,8350
9155,-9750221.71,5130075.61,9,5,60637,0235,4110
9156,-9766232.37,5147496.12,25,26,,2534,2305
9157,-9750363.31,5121373.11,4,8,60619,0412,4802
9158,-9760074.23,5135683.63,9,12,60608,0912,8403
9159,-9753935.77,5134454.1,2,3,60653,0213,8359
9160,-9768499.3,5146161.77,15,37,60651,1531,2511
9161,-9762009.4,5158271.89,20,40,60625,2011,402.02
9162,-9774018.94,5148727.89,25,50,60707,2512,2505
9163,-9760556.11,5138874.13,12,25,60608,1234,8412
9164,-9763914.46,5140761.17,10,24,60623,1021,2912
9165,-9765414.59,5138785.43,10,24,60623,1014,2924
9166,-9766986.85,5127642.84,8,13,60629,0813,6408
9167,-9745840.71,5109422.59,4,10,60633,0433,5501
9168,-9766382.53,5154452.41,17,39,60641,1722,1603
9169,-9762786.07,5128174.43,8,16,60629,0823,6603.01
9170,-9772834.41,5157063.55,16,32,60656,1613,1007
9171,-9758199.22,5123635.16,6,17,60620,0612,7106
9172,-9773826.42,5153350.18,16,38,60634,1632,1703
9173,-9759291.64,5155819.62,19,47,60640,1912,318
9174,-9774754.1,5160013.15,16,41,60631,1612,1003
9175,-9764967.18,5140223.11,10,24,60623,1011,8387
9176,-9773957.55,5153779.23,16,38,60634,1632,1703
9177,-9758316.94,5153448.11,19,44,,1923,612
9178,-9759242.03,5159303.17,20,48,60660,2013,305
9179,-9762750.89,5143347.37,12,27,60612,1222,8370
9180,-9759228.34,5147163.66,14,2,60616,0922,
9181,-9762821.91,5140921.3,10,24,60623,1022,8431
9182,-9757727.13,5148162.04,18,2,60614,1811,8326
9183,-9760852.29,5148651.31,,32,60647,1432,2216
9184,-9766936.06,5156893.91,17,39,60630,,1404
9185,-9771403.68,5150229.13,25,30,60639,2512,1906.01
9186,-9763721.12,5132801.46,8,14,60632,0821,5804
9187,-9763363.42,5150309.11,14,,60647,1411,2205
9188,-9758464.47,5121932.3,6,21,60620,0614,7111
9189,-9772023.06,5128350.32,8,41,60638,0812,6404
9190,-9749418.1,5125071.53,3,8,60649,0324,4309
9191,-9762556.41,5129042.08,8,14,60629,0824,6308
9192,-9771504.57,5127438.19,,23,60638,0812,6406
9193,-9769166.37,5152072.65,16,31,60641,1634,1511
9194,-9752437.61,5123659.97,6,6,60619,,4402.01
9195,-9754492.5,5139787.51,1,3,60616,1022,3301
9196,-9758872.44,5142669.04,12,28,60607,1231,8331
9197,-9757971.43,5131960.23,9,20,60609,0933,6111
9198,-9758193.1,5113303.12,5,34,60643,0524,5303
9199,-9757011.77,5127491.79,7,6,60621,,6810
9200,-9765635.36,5139028.87,10,24,60623,,2925
9201,-9758699.33,5153169.25,19,44,60613,1923,
9202,-9760789.62,5154669.19,19,47,60618,1911,502
9203,-9747206.49,5119167.69,4,10,60617,0431,5102
9204,-9757924.81,5146537.52,18,27,60642,1822,8422
9205,-9755388.22,5144376.5,18,42,60654,1831,818
9206,-9745984.54,5121474.36,4,10,60617,0424,4607
9207,-9765631.12,5122735.61,8,18,60652,0834,7003.01
9208,-9758546.34,5150057.76,19,2,60614,1932,404.02
9209,-9766661.58,5147465.88,25,26,60651,2534,2306
9210,-9764728.04,5123235.37,8,18,60652,0834,7004.01
9211,-9761740.2,5127717.57,8,17,60629,0825,6606
9212,-9763962.58,5146028.06,11,13,60651,1121,8366
9213,-9759866.59,5128034.34,7,16,60636,0714,6705
9214,-9759822.29,5128549.63,11,16,60636,0714,6706
9215,-9759148.39,5152771.17,19,44,60657,1922,
9216,-9757647.33,5153885.63,19,46,60613,1923,8321
9217,-9762153.87,5160656.97,24,50,60645,2412,206.02
9218,-9751259.69,5120114.09,4,8,60619,0413,4701
9219,-9750068.3,5120020.08,4,8,60619,0413,4803
9220,-9764225.93,5134593.01,9,12,60632,0911,5803
9221,-9764734.77,5128428.29,8,23,60629,0823,6501
9222,-9763053.05,5126233.37,8,17,60629,0831,6609
9223,-9775036.62,5161480.89,16,41,60631,1611,902
9224,-9768377.09,5145123.03,15,37,60644,1531,2516
9225,-9759544.96,5146964.36,14,1,60622,1424,2414
9226,-9761436.08,5146832.28,14,26,60622,1423,2411
9227,-9755726.25,5119645.37,22,21,60620,2223,8320
9228,-9775958.84,5159199.71,16,41,60631,1612,1004
9229,-9755580.58,5126979.27,7,6,60621,0722,6812
9230,-9767971.61,5154909.01,17,45,60641,1722,
9231,-9765011.51,5152150.33,17,,60618,1732,8311
9232,-9757735.29,5140952.63,12,25,60608,1232,2838
9233,-9759819.19,5127401.25,7,16,60636,0726,6714
9234,-9753414.01,5139698.01,1,4,60616,0132,3301
9235,-9759953.39,5132048.01,9,15,60609,0931,6115
9236,-9747951.9,5118173.54,4,7,60617,0932,5103
9237,-9766150.19,5142992.26,11,28,60624,1724,2606
9238,-9772347.45,5155985.6,16,38,60630,1622,1505.01
9239,-9760229.9,5124670.96,6,18,60620,0611,7104
9240,-9760003.3,5129837.03,7,15,,0715,6705
9241,-9757172.2,5141458.47,12,11,60607,1232,8419
9242,-9755482.59,5128745.09,7,20,60621,1434,8346
9243,-9759188.23,5150169.27,,43,60651,1931,707
9244,-9764291.14,5146170.0,11,27,60651,1121,2311
9245,-9753592.78,5135988.16,2,4,60616,0211,8395
9246,-9759461.39,5150436.5,19,32,60614,1931,707
9247,-9768050.12,5143149.15,15,28,60644,1533,2832
9248,-9758673.45,5117832.33,22,19,60643,2213,7202
9249,-9775776.54,5163302.42,16,42,,1611,901
9250,-9755663.96,5127267.5,7,20,60621,0722,6809
9251,-9764409.7,5157336.25,17,39,60625,1712,8318
9252,-9758501.31,5157742.76,20,48,60640,2013,308
9253,-9761493.33,5141695.48,11,28,60612,1135,2827
9254,-9761512.63,5148770.52,14,1,60647,1431,2215
9255,-9754214.96,5116869.2,5,34,60628,1212,4910
9256,-9755728.12,5119562.6,22,21,60620,2223,7301
9257,-9772583.02,5158671.56,16,41,60631,1612,1003
9258,-9754442.8,5122799.26,6,21,60620,1215,8419
9259,-9770126.46,5152892.27,16,36,60616,1633,1507
9260,-9760712.64,5120204.46,22,19,60620,2221,7201
9261,-9767857.56,5146662.26,25,37,60651,2533,8313
9262,-9763161.82,5141279.68,11,24,60612,1134,8386
9263,-9759687.07,5119905.86,22,19,60620,2221,7201
9264,-9775622.75,5158702.92,16,41,60631,1612,1004
9265,-9755843.98,5118694.21,22,34,60628,2223,7305
9266,-9753419.64,5118782.31,,9,60628,0511,4905
9267,-9765741.88,5151697.42,25,30,60618,2523,2105.01
9268,-9762153.13,5130793.89,9,14,60632,0923,6304
9269,-9758696.47,5126633.25,7,16,60636,0725,4102
9270,-9757494.79,5120057.73,22,21,60620,2222,7302.01
9271,-9758678.44,5131825.34,9,20,60609,0933,6112
9272,-9760331.38,5146907.62,14,1,60622,1424,2414
9273,-9745446.05,5108342.45,4,10,60633,0433,5501
9274,-9756917.21,5149004.42,18,41,60614,1812,712
9275,-9755002.69,5125888.72,7,25,60621,0731,6911
9276,-9764142.16,5153337.38,17,35,60618,1733,6503.02
9277,-9761144.19,5135298.51,9,11,60632,0911,8403
9278,-9762341.19,5146552.06,14,26,60622,1423,
9279,-9756766.04,5143697.19,12,28,60661,1224,2801
9280,-9755110.82,5116264.47,5,34,60628,0512,7206
9281,-9763682.87,5143828.01,11,28,60624,1123,8368
9282,-9764727.16,5116430.32,22,19,60655,2211,7402
9283,-9763437.85,5137971.45,10,12,60623,1024,3008
9284,-9769987.07,5156067.96,16,45,60630,1623,1503
9285,-9763378.83,5142132.89,11,28,60612,1134,2713
9286,-9768931.21,5152047.11,16,31,60641,1634,1510.01
9287,-9770112.62,5150780.08,25,31,60634,0331,1904.02
9288,-9772165.31,5147921.6,25,29,60639,2513,2504
9289,-9765863.92,5151448.6,25,31,60641,2523,2104
9290,-9750107.44,5121211.95,4,8,60619,0412,4802
9291,-9765063.77,5132231.16,8,14,60632,,5704
9292,-9756901.99,5145909.31,18,27,60610,1822,8306
9293,-9768578.9,5156242.98,16,45,60630,1623,1105.02
9294,-9755880.25,5114132.21,22,34,60628,2233,4912
9295,-9754878.59,5116643.06,5,34,60628,0512,4910
9296,-9775432.12,5160876.73,16,41,60631,1612,903
9297,-9753740.83,5130740.79,2,3,60615,0231,4003
9298,-9756232.1,5144522.01,12,42,60654,1214,
9299,-9751154.54,5130765.04,2,,60615,0234,4107
9300,-9750253.67,5127083.52,3,5,60637,0321,8439
9301,-9752892.79,5128943.05,3,20,60637,0313,4206
9302,-9760337.77,5156285.11,19,47,60640,1912,8308
9303,-9746766.22,5124135.36,4,,60649,0421,4313.01
9304,-9764142.18,5152994.83,17,35,60618,1732,1608
9305,-9757771.45,5137009.44,9,,60608,0913,6006
9306,-9774290.09,5149968.99,25,29,60707,2512,8316
9307,-9756484.54,5150628.52,,43,60614,1114,702
9308,-9764313.88,5144101.09,11,28,60624,1123,8368
9309,-9770051.17,5161162.33,16,41,60646,1621,1202
9310,-9768590.38,5143566.34,15,28,60644,1532,2518
9311,-9775664.7,5160648.42,16,41,60631,1612,903
9312,-9747578.59,5124932.93,4,,60649,0421,2713
9313,-9758460.16,5116423.13,22,19,60643,2212,
9314,-9754605.18,5140887.12,1,3,60605,0131,3301
9315,-9764744.22,5149546.0,25,35,60647,2525,2209.02
9316,-9758362.02,5152958.27,19,44,60657,1924,615
9317,-9777800.7,5157709.86,16,41,60656,1614,
9318,-9750894.75,5117282.33,5,9,60628,0512,5002
9319,-9770324.88,5143263.95,15,29,60644,1513,4602
9320,-9762769.99,5151587.87,14,23,60618,1411,2107
9321,-9757876.33,5140922.9,12,25,60608,1232,2838
9322,-9761257.31,5150823.09,,32,60647,1432,8309
9323,-9752371.04,5126873.11,3,20,60637,0321,4212
9324,-9765176.13,5144288.83,11,37,60624,1122,2315
9325,-9752428.69,5109378.31,5,9,60827,0533,5401.02
9326,-9773494.0,5150889.36,25,36,60634,2511,1801
9327,-9766813.67,5130004.03,8,13,60629,,6203
9328,-9758747.18,5123279.82,6,21,60620,0611,7105
9329,-9764693.22,5140318.57,10,24,60623,1011,8387
9330,-9760332.7,5154842.19,17,47,60613,1912,501
9331,-9770205.79,5149190.43,4,36,60639,2515,1913.02
9332,-9748359.13,5122896.54,4,8,60617,0414,4903
9333,-9772216.33,5160348.62,16,39,60646,1611,
9334,-9753036.48,5131387.23,2,4,60615,,315.01
9335,-9755626.83,5119632.59,22,21,60620,2223,
9336,-9764543.7,5151680.07,14,35,60618,1412,2106.01
9337,-9774599.62,5163493.24,16,41,60631,1611,901
9338,-9760868.56,5126501.46,8,17,60629,0832,6609
9339,-9758687.23,5139781.65,12,25,60608,1233,3107
9340,-9772526.21,5157943.81,16,45,60656,0914,1006
9341,-9775858.99,5159941.87,16,41,60631,1612,1004
9342,-9749135.81,5121502.37,4,8,60617,0412,5808
9343,-9770856.08,5157998.78,16,45,60630,1622,1102
9344,-9762410.87,5150035.85,14,1,60647,1431,2203
9345,-9770596.56,5146790.27,25,29,60651,2531,2506
9346,-9765276.62,5148302.28,25,26,60647,,8312
9347,-9758177.54,5120966.55,22,21,60620,2222,7114
9348,-9762555.01,5133871.39,9,12,60632,0921,5805.01
9349,-9768086.12,5145920.37,15,45,60651,1531,2510
9350,-9746519.5,5117911.82,4,10,60617,0431,5101
9351,-9763008.29,5129813.76,8,14,60629,0824,6308
9352,-9758484.05,5129920.16,7,16,60636,0713,6702
9353,-9753200.87,5120524.14,6,9,60619,0633,4406
9354,-9749550.27,5121488.02,4,,60617,0412,4801
9355,-9760112.52,5124299.7,6,18,60620,0611,7104
9356,-9756876.4,5150343.48,19,43,60614,1935,702
9357,-9754673.55,5143507.08,1,42,60613,0111,3201
9358,-9755084.11,5150116.16,19,43,60614,1935,701.01
9359,-9762377.8,5159397.46,20,40,60659,2011,208.01
9360,-9768924.96,5147487.23,25,37,60639,2532,2503
9361,-9759960.04,5127018.84,14,16,60636,0726,6714
9362,-9762447.23,5158315.87,20,40,60625,2011,402.02
9363,-9755146.04,5144997.4,18,42,60654,1832,817
9364,-9768232.85,5153009.72,16,30,60641,1634,1508
9365,-9762586.98,5143537.63,12,27,60612,1222,8371
9366,-9758752.29,5163767.58,24,49,60626,2422,814.03
9367,-9760339.44,5139028.87,12,25,60608,1234,8412
9368,-9766112.44,5146401.37,25,37,60651,2534,
9369,-9757337.05,5147274.8,18,43,60642,1822,8422
9370,-9759691.96,5126357.7,7,,60636,0726,6713
9371,-9759637.91,5163883.04,24,49,60626,2422,102.02
9372,-9773756.51,5159865.94,16,,60631,1611,1002
9373,-9760819.21,5124382.76,8,18,,0835,7001
9374,-9756818.32,5127576.66,7,16,60621,0723,6810
9375,-9763993.04,5136884.54,10,22,60623,1032,3016
9376,-9761258.42,5130349.28,9,,60632,0923,6305
9377,-9757559.22,5117051.37,22,34,60643,2232,
9378,-9765840.29,5156261.75,17,39,60630,1712,
9379,-9758485.6,5115016.95,22,34,60643,2234,7502
9380,-9763509.88,5154232.33,17,33,60618,1724,1606.02
9381,-9766637.55,5142447.94,11,28,60624,1131,2606
9382,-9752681.36,5125145.28,3,6,60619,0323,
9383,-9763020.39,5128732.42,8,16,60629,2211,6603.02
9384,-9770422.76,5156619.29,16,45,60630,1622,1104
9385,-9752211.48,5121335.43,6,8,60619,0632,4407
9386,-9748122.45,5120187.95,4,7,60617,0413,4804
9387,-9757557.52,5124493.34,6,17,60620,,7102
9388,-9763280.84,5144529.23,12,27,60612,1221,8367
9389,-9762389.13,5157922.99,15,,60625,2011,402.02
9390,-9770729.32,5152166.36,16,30,60634,1633,1512
9391,-9756819.35,5140757.45,12,11,60608,1232,8419
9392,-9758370.46,5156547.28,20,46,60640,2033,311
9393,-9760723.18,5162457.52,24,49,60645,2424,
9394,-9754675.36,5128884.97,3,20,60646,0311,8345
9395,-9750338.71,5127884.59,3,5,60637,0314,8439
9396,-9752772.29,5132479.3,2,4,60615,0223,8436
9397,-9757134.66,5120826.52,22,21,60661,2222,7302.02
9398,-9766365.72,5141980.38,11,24,60624,1132,2610
9399,-9765423.56,5133199.12,8,14,60632,0815,5702
9400,-9765689.13,5155523.21,17,,60625,1723,1406.01
9401,-9765129.09,5152143.16,17,30,60618,1732,8311
9402,-9758514.39,5129914.0,7,,60636,0713,2809
9403,-9772441.45,5152501.15,16,38,60634,1632,1710
9404,-9757797.78,5121759.45,6,21,60620,0613,7111
9405,-9759415.88,5121074.05,22,21,60620,2221,7113
9406,-9770997.56,5144782.12,15,,60644,1511,2514
9407,-9765348.2,5152668.3,17,30,60618,1732,8311
9408,-9767413.95,5132017.29,8,14,60632,0815,5604
9409,-9774501.51,5159819.62,,,60631,1612,1003
9410,-9758355.3,5129322.24,7,16,60605,0713,
9411,-9754059.64,5117760.82,5,9,60628,0511,4908
9412,-9762144.82,5129174.65,8,16,60629,0824,6308
9413,-9762463.41,5136632.36,10,12,60623,1033,8435
9414,-9770179.0,5149601.9,,30,60639,2515,1906.02
9415,-9757581.01,5155032.65,19,46,60613,1915,321
9416,-9766931.94,5142880.23,11,28,60649,1113,2605
9417,-9771031.33,5157333.14,16,45,60630,1622,1104
9418,-9775466.9,5158259.98,16,41,60631,1613,1005
9419,-9771403.91,5158565.37,16,45,60646,1622,1101
9420,-9759386.76,5126778.88,7,16,60636,0726,6713
9421,-9761373.22,5153577.53,19,47,,1921,505
9422,-9761862.4,5133604.22,9,15,60632,0921,5806
9423,-9759538.5,5149133.89,14,32,60614,1432,5804
9424,-9752020.52,5129764.12,2,5,60637,0235,8362
9425,-9756944.91,5126300.5,7,6,60621,0733,6811
9426,-9748136.58,5122047.86,4,8,60617,0412,4503
9427,-9752289.27,5124567.13,6,6,60619,0624,6914
9428,-9757611.33,5145324.28,12,27,60642,1214,2435
9429,-9770666.16,5161473.39,16,41,60646,,1201
9430,-9755957.0,5119125.95,22,21,60628,2223,7305
9431,-9770479.93,5155172.74,16,38,60630,1622,1504.01
9432,-9766106.65,5159603.14,20,39,,1711,1302
9433,-9756817.31,5143304.19,12,42,60661,1224,2801
9434,-9761158.41,5133014.41,9,15,60632,0922,5807
9435,-9764652.32,5151063.44,4,30,60618,2523,2105.02
9436,-9774610.52,5161134.15,16,42,60631,1611,902
9437,-9759471.26,5139002.74,12,12,60608,1234,3108
9438,-9764130.75,5151866.76,14,35,60618,1412,2106.01
9439,-9753591.35,5131581.21,2,3,60638,0224,3818
9440,-9758546.72,5139326.13,12,25,60608,1235,3106
9441,-9762914.26,5138325.43,1,12,60623,1033,3009
9442,-9766248.2,5136580.71,10,22,60623,,3018.01
9443,-9763845.99,5138918.78,,24,60623,1024,8417
9444,-9763522.29,5140165.69,10,24,,1022,8415
9445,-9759408.48,5130084.06,,15,60636,0715,6704
9446,-9754329.04,5124185.2,6,6,60619,0623,6912
9447,-9764700.68,5139741.16,,24,60623,0211,2922
9448,-9766966.4,5144132.93,11,28,60624,1113,2604
9449,-9775413.85,5151533.22,25,29,60707,2511,
9450,-9759246.93,5131708.34,9,20,60609,0931,6113
9451,-9755343.65,5114806.77,22,34,60628,2233,4912
9452,-9758993.16,5126541.11,7,17,60636,0725,6715
9453,-9755913.16,5120576.91,24,21,60620,2223,7115
9454,-9773657.4,5147994.48,25,29,60707,2513,2505
9455,-9770636.6,5145230.08,15,29,60651,1511,2513
9456,-9755107.21,5147586.65,18,2,60610,1824,802.01
9457,-9762387.03,5147695.27,11,,60647,1421,2407
9458,-9766190.58,5140587.5,25,24,60623,1011,2909
9459,-9758146.24,5129643.87,7,16,,0713,6701
9460,-9754710.0,5142706.16,1,4,60604,0113,8391
9461,-9765169.11,5128306.47,8,23,60629,0823,6501
9462,-9758510.12,5161206.39,,49,60626,2432,105.03
9463,-9759413.8,5146157.82,12,1,60622,1213,2421
9464,-9756833.68,5149741.42,18,43,60614,1812,712
9465,-9752778.25,5119619.26,6,9,60619,0633,4904
9466,-9752761.26,5134674.55,2,4,60653,0212,3602
9467,-9755342.6,5139421.84,9,25,60616,0914,8411
9468,-9764277.92,5146941.01,14,,60651,1422,2309
9469,-9752891.26,5126277.67,3,6,60637,0322,6905
9470,-9763500.64,5115079.01,1,19,60655,2211,7403
9471,-9766523.51,5138010.51,10,,60623,1013,3018.01
9472,-9771190.25,5157097.99,16,45,60630,1622,1104
9473,-9748231.03,5126451.29,3,5,,0331,4301.02
9474,-9751837.44,5132786.51,,4,60653,0222,
9475,-9756577.28,5135249.65,9,11,60609,,
9476,-9760419.59,5156316.55,20,47,60625,2032,404.02
9477,-9746414.95,5119419.82,4,10,60617,0431,5101
9478,-9762249.39,5122805.39,8,18,60652,0835,7005.01
9479,-9761820.72,5148590.3,14,1,60647,1434,8324
9480,-9756108.15,5142187.98,1,25,60607,0124,8419
9481,-9771303.29,5155448.88,16,38,60630,1622,1504.01
9482,-9760874.43,5155198.14,19,47,60625,1911,409
9483,-9757289.72,5136360.06,9,44,60608,0913,6009
9484,-9759030.53,5124127.38,6,,60620,0611,7104
9485,-9765305.31,5124998.14,8,18,60629,0833,2519
9486,-9762207.3,5151917.33,17,33,60618,1733,2101
9487,-9761475.56,5127677.16,8,,60629,0825,6606
9488,-9757465.49,5154087.56,19,3,60613,1923,8321
9489,-9758455.92,5126002.77,7,17,60636,0734,6716
9490,-9757574.77,5139647.61,12,25,60608,1235,3105
9491,-9766830.64,5142948.8,11,28,60624,1113,2605
9492,-9767236.23,5151403.64,25,31,60641,2521,2001
9493,-9753539.53,5120356.28,6,,60619,0633,6718
9494,-9757888.59,5156603.91,20,46,60640,2024,312
9495,-9757756.62,5124108.1,6,17,60620,0612,7102
9496,-9753841.28,5144549.54,,42,60611,1834,814.03
9497,-9775094.78,5161143.22,16,41,60631,1611,902
9498,-9761324.67,5128068.84,8,16,,0825,8350
9499,-9756903.7,5136627.41,9,11,60608,0913,6009
9500,-9764718.41,5148406.94,25,1,60622,2535,2229
9501,-9760209.66,5155047.21,19,47,60613,,501
9502,-9759132.01,5139969.7,12,28,60608,1234,8429
9503,-9768361.08,5131764.8,8,22,60638,0814,5603
9504,-9753016.55,5136013.57,2,4,60616,1732,
9505,-9760304.81,5150282.89,19,1,60647,1931,707
9506,-9753860.45,5134564.75,5,3,60653,0213,7303
9507,-9744249.33,5116463.63,4,10,60617,0432,5204
9508,-9760963.57,5134325.45,9,12,60609,0921,5807
9509,-9758494.21,5132363.3,9,15,60609,0924,8426
9510,-9762047.59,5157643.35,20,40,,2011,
9511,-9761459.66,5142207.64,11,28,60612,1135,2827
9512,-9753560.59,5117453.89,5,9,60628,0511,4908
